0,-0.066016
0.208,-0.066674
0.417,-0.067661
0.625,-0.067661
0.833,-0.067003
1.042,-0.067332
1.25,-0.06799
1.458,-0.06799
1.667,-0.06799
1.875,-0.068647
2.083,-0.06799
2.291,-0.098904
2.499,-0.308729
2.708,-0.661945
2.916,-1.225644
3.125,-2.078099
3.333,-2.719084
3.541,-3.133801
3.75,-3.387696
3.958,-3.54227
4.166,-3.560358
4.374,-3.548518
4.582,-3.561345
4.791,-3.549176
5,-3.561016
5.208,-3.552794
5.417,-3.53635
5.625,-3.559042
5.833,-3.554109
6.041,-3.544243
6.25,-3.56266
6.459,-3.554109
6.667,-3.554767
6.876,-3.560029
7.084,-3.554438
7.293,-3.557727
7.502,-3.556411
7.711,-3.557398
7.92,-3.555096
8.128,-3.555096
8.336,-3.558714
8.544,-3.556411
8.753,-3.551807
8.961,-3.562331
9.169,-3.557069
9.378,-3.55674
9.587,-3.560358
9.795,-3.557398
10.003,-3.558056
10.211,-3.559042
10.419,-3.562002
10.628,-3.557069
10.836,-3.556411
11.044,-3.562331
11.252,-3.555754
11.461,-3.563318
11.669,-3.559042
11.877,-3.559371
12.086,-3.560358
12.295,-3.562331
12.504,-3.562331
12.712,-3.560358
12.92,-3.56266
13.128,-3.5597
13.336,-3.558714
13.545,-3.560029
13.753,-3.564962
13.961,-3.55674
14.169,-3.563976
14.377,-3.560358
14.586,-3.559042
14.795,-3.567264
15.003,-3.558385
15.212,-3.562989
15.421,-3.561016
15.629,-3.563976
15.837,-3.560687
16.046,-3.563318
16.254,-3.562989
16.463,-3.561345
16.671,-3.561345
16.88,-3.563647
17.088,-3.559371
17.296,-3.563647
17.504,-3.562002
17.712,-3.561673
17.921,-3.562331
18.129,-3.564633
18.338,-3.560687
18.547,-3.562331
18.756,-3.467614
18.964,-1.573598
19.172,-0.33767
19.381,-0.071607
19.589,-0.079172
19.797,-0.0795
20.006,-0.078514
20.214,-0.078843
20.422,-0.079829
20.631,-0.078185
20.84,-0.079172
21.049,-0.079172
21.257,-0.078843
21.466,-0.0795
21.674,-0.0795
21.882,-0.0795
22.09,-0.0795
22.298,-0.080158
22.506,-0.080158
